2023-11-02 17:11:25.577 INFO  [restartedMain] [c.example.thymeleaf.ThymeleafApplication] - Starting ThymeleafApplication using Java 17.0.7 on stu-08-019 with PID 11028 (D:\sangmin0816\springboot\thymeleaf\build\classes\java\main started by db400tea in D:\sangmin0816\springboot\thymeleaf)
2023-11-02 17:14:39.730 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-02 17:14:39.730 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-02 17:14:40.060 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.example.thymeleaf]' package. Please check your configuration.
2023-11-02 17:14:40.277 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-02 17:14:40.282 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-02 17:14:40.282 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-02 17:14:40.282 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-02 17:14:40.324 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-02 17:14:40.324 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 593 ms
2023-11-02 17:14:40.374 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: daf11afe-172a-4788-8551-59ad4802c89c

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-02 17:14:40.500 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6025b102, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4dc8c9ca, org.springframework.security.web.context.SecurityContextPersistenceFilter@701c7ea1, org.springframework.security.web.header.HeaderWriterFilter@30f2ff84, org.springframework.security.web.authentication.logout.LogoutFilter@687549ec, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@26b15356, org.springframework.security.web.session.ConcurrentSessionFilter@662db34b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@35c047ba, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4e96e021, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6a9b54c, org.springframework.security.web.session.SessionManagementFilter@6ec7cc1a, org.springframework.security.web.access.ExceptionTranslationFilter@53295e35, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@da719fa]
2023-11-02 17:14:40.655 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-02 17:14:40.663 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-02 17:14:40.674 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-02 17:14:40.681 INFO  [restartedMain] [c.example.thymeleaf.ThymeleafApplication] - Started ThymeleafApplication in 1.153 seconds (JVM running for 1.569)
2023-11-02 17:14:44.887 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-02 17:14:44.887 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-02 17:14:44.887 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-02 17:16:39.370 INFO  [restartedMain] [c.example.thymeleaf.ThymeleafApplication] - Starting ThymeleafApplication using Java 17.0.7 on stu-08-019 with PID 12068 (D:\sangmin0816\springboot\thymeleaf\build\classes\java\main started by db400tea in D:\sangmin0816\springboot\thymeleaf)
2023-11-02 17:16:39.372 INFO  [restartedMain] [c.example.thymeleaf.ThymeleafApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-02 17:16:39.397 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-02 17:16:39.397 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-02 17:16:39.735 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.example.thymeleaf]' package. Please check your configuration.
2023-11-02 17:16:39.955 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-02 17:16:39.959 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-02 17:16:39.960 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-02 17:16:39.960 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-02 17:16:39.991 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-02 17:16:39.991 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 594 ms
2023-11-02 17:16:40.043 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 02f11d28-50b6-4da1-9fb4-2a34c48abbc3

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-02 17:16:40.175 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5c8bfaf9, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@74301d4a, org.springframework.security.web.context.SecurityContextPersistenceFilter@2c2c84cd, org.springframework.security.web.header.HeaderWriterFilter@768bfe26, org.springframework.security.web.authentication.logout.LogoutFilter@6cdda420, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@3342a583, org.springframework.security.web.session.ConcurrentSessionFilter@52832ead, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@644c2117, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5947bfac, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@472894ab, org.springframework.security.web.session.SessionManagementFilter@53c5393, org.springframework.security.web.access.ExceptionTranslationFilter@54a238c1, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7eff1812]
2023-11-02 17:16:40.334 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-02 17:16:40.343 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-02 17:16:40.353 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-02 17:16:40.360 INFO  [restartedMain] [c.example.thymeleaf.ThymeleafApplication] - Started ThymeleafApplication in 1.156 seconds (JVM running for 1.521)
2023-11-02 17:16:52.370 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-02 17:16:52.370 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-02 17:16:52.371 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-02 17:17:59.574 INFO  [restartedMain] [c.example.thymeleaf.ThymeleafApplication] - Starting ThymeleafApplication using Java 17.0.7 on stu-08-019 with PID 5340 (D:\sangmin0816\springboot\thymeleaf\build\classes\java\main started by db400tea in D:\sangmin0816\springboot\thymeleaf)
2023-11-02 17:17:59.576 INFO  [restartedMain] [c.example.thymeleaf.ThymeleafApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-02 17:17:59.600 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-02 17:17:59.600 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-02 17:17:59.938 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.example.thymeleaf]' package. Please check your configuration.
2023-11-02 17:18:00.160 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-02 17:18:00.164 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-02 17:18:00.165 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-02 17:18:00.165 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-02 17:18:00.206 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-02 17:18:00.207 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 607 ms
2023-11-02 17:18:00.258 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 0d1f88f4-2ee8-47b0-9022-51589ac1886a

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-02 17:18:00.306 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-02 17:18:00.388 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4ca1c112, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5d94773d, org.springframework.security.web.context.SecurityContextPersistenceFilter@3abf5056, org.springframework.security.web.header.HeaderWriterFilter@62489492, org.springframework.security.web.authentication.logout.LogoutFilter@2f69c03e, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@4e371683, org.springframework.security.web.session.ConcurrentSessionFilter@4d5b45b5, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@16ea2725, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5df0d1f7, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@9a68ccb, org.springframework.security.web.session.SessionManagementFilter@15047c55, org.springframework.security.web.access.ExceptionTranslationFilter@6e714a45, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@32470a9a]
2023-11-02 17:18:00.546 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-02 17:18:00.556 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-02 17:18:00.565 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-02 17:18:00.573 INFO  [restartedMain] [c.example.thymeleaf.ThymeleafApplication] - Started ThymeleafApplication in 1.165 seconds (JVM running for 1.569)
2023-11-02 17:18:03.400 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-02 17:18:03.400 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-02 17:18:03.401 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-02 17:18:21.308 INFO  [restartedMain] [c.example.thymeleaf.ThymeleafApplication] - Starting ThymeleafApplication using Java 17.0.7 on stu-08-019 with PID 11360 (D:\sangmin0816\springboot\thymeleaf\build\classes\java\main started by db400tea in D:\sangmin0816\springboot\thymeleaf)
2023-11-02 17:18:21.310 INFO  [restartedMain] [c.example.thymeleaf.ThymeleafApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-02 17:18:21.333 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-02 17:18:21.333 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-02 17:18:21.667 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.example.thymeleaf]' package. Please check your configuration.
2023-11-02 17:18:21.885 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-02 17:18:21.889 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-02 17:18:21.890 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-02 17:18:21.890 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-02 17:18:21.932 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-02 17:18:21.933 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 600 ms
2023-11-02 17:18:21.985 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 554aabb6-84cb-4503-add6-98b832b74f16

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-02 17:18:22.032 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-02 17:18:22.118 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@7cf29d6e, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1be889d, org.springframework.security.web.context.SecurityContextPersistenceFilter@113a5407, org.springframework.security.web.header.HeaderWriterFilter@35c047ba, org.springframework.security.web.authentication.logout.LogoutFilter@45bf966c, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@46edd8cf, org.springframework.security.web.session.ConcurrentSessionFilter@44d96c0a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@62d96555, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@32a6e126, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@811a20b, org.springframework.security.web.session.SessionManagementFilter@5dec6624, org.springframework.security.web.access.ExceptionTranslationFilter@701c7ea1, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6a9b54c]
2023-11-02 17:18:22.274 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-02 17:18:22.290 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-02 17:18:22.301 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-02 17:18:22.308 INFO  [restartedMain] [c.example.thymeleaf.ThymeleafApplication] - Started ThymeleafApplication in 1.168 seconds (JVM running for 1.59)
2023-11-02 17:18:23.500 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-02 17:18:23.500 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-02 17:18:23.500 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-02 17:22:04.868 INFO  [restartedMain] [c.example.thymeleaf.ThymeleafApplication] - Starting ThymeleafApplication using Java 17.0.7 on stu-08-019 with PID 1700 (D:\sangmin0816\springboot\thymeleaf\build\classes\java\main started by db400tea in D:\sangmin0816\springboot\thymeleaf)
2023-11-02 17:22:04.870 INFO  [restartedMain] [c.example.thymeleaf.ThymeleafApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-02 17:22:04.894 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-02 17:22:04.895 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-02 17:22:05.243 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.example.thymeleaf]' package. Please check your configuration.
2023-11-02 17:22:05.454 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-02 17:22:05.459 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-02 17:22:05.460 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-02 17:22:05.460 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-02 17:22:05.500 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-02 17:22:05.500 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 605 ms
2023-11-02 17:22:05.549 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: e8684b1d-ab1c-4fb7-af30-45cfb4285951

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-02 17:22:05.597 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-02 17:22:05.679 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6a9b54c, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5f596b81, org.springframework.security.web.context.SecurityContextPersistenceFilter@35c047ba, org.springframework.security.web.header.HeaderWriterFilter@6ec7cc1a, org.springframework.security.web.authentication.logout.LogoutFilter@679887f4, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@166764e8, org.springframework.security.web.session.ConcurrentSessionFilter@180c742f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5dec6624, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@275691a7, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@12397cc9, org.springframework.security.web.session.SessionManagementFilter@6423e1e1, org.springframework.security.web.access.ExceptionTranslationFilter@30f2ff84, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4a2eb65c]
2023-11-02 17:22:05.836 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-02 17:22:05.844 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-02 17:22:05.854 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-02 17:22:05.860 INFO  [restartedMain] [c.example.thymeleaf.ThymeleafApplication] - Started ThymeleafApplication in 1.176 seconds (JVM running for 1.585)
2023-11-02 17:22:09.143 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-02 17:22:09.143 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-02 17:22:09.144 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-02 17:22:09.287 ERROR [http-nio-8085-exec-1] [org.thymeleaf.TemplateEngine] - [THYMELEAF][http-nio-8085-exec-1] Exception processing template "index": An error happened during template parsing (template: "class path resource [templates/index.html]")
org.thymeleaf.exceptions.TemplateInputException: An error happened during template parsing (template: "class path resource [templates/index.html]")
	at org.thymeleaf.templateparser.markup.AbstractMarkupTemplateParser.parse(AbstractMarkupTemplateParser.java:241)
	at org.thymeleaf.templateparser.markup.AbstractMarkupTemplateParser.parseStandalone(AbstractMarkupTemplateParser.java:100)
	at org.thymeleaf.engine.TemplateManager.parseAndProcess(TemplateManager.java:666)
	at org.thymeleaf.TemplateEngine.process(TemplateEngine.java:1098)
	at org.thymeleaf.TemplateEngine.process(TemplateEngine.java:1072)
	at org.thymeleaf.spring5.view.ThymeleafView.renderFragment(ThymeleafView.java:366)
	at org.thymeleaf.spring5.view.ThymeleafView.render(ThymeleafView.java:190)
	at org.springframework.web.servlet.DispatcherServlet.render(DispatcherServlet.java:1406)
	at org.springframework.web.servlet.DispatcherServlet.processDispatchResult(DispatcherServlet.java:1150)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1089)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:965)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:898)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:529)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:623)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:209)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:337)
	at org.springframework.security.web.access.intercept.FilterSecurityInterceptor.invoke(FilterSecurityInterceptor.java:115)
	at org.springframework.security.web.access.intercept.FilterSecurityInterceptor.doFilter(FilterSecurityInterceptor.java:81)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:346)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:122)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:346)
	at org.springframework.security.web.session.SessionManagementFilter.doFilter(SessionManagementFilter.java:126)
	at org.springframework.security.web.session.SessionManagementFilter.doFilter(SessionManagementFilter.java:81)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:346)
	at org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter(AnonymousAuthenticationFilter.java:109)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:346)
	at org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter(SecurityContextHolderAwareRequestFilter.java:149)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:346)
	at org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter(RequestCacheAwareFilter.java:63)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:346)
	at org.springframework.security.web.session.ConcurrentSessionFilter.doFilter(ConcurrentSessionFilter.java:147)
	at org.springframework.security.web.session.ConcurrentSessionFilter.doFilter(ConcurrentSessionFilter.java:125)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:346)
	at org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter(AbstractAuthenticationProcessingFilter.java:223)
	at org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter(AbstractAuthenticationProcessingFilter.java:217)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:346)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:103)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:89)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:346)
	at org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter(HeaderWriterFilter.java:90)
	at org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal(HeaderWriterFilter.java:75)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:346)
	at org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter(SecurityContextPersistenceFilter.java:112)
	at org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter(SecurityContextPersistenceFilter.java:82)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:346)
	at org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal(WebAsyncManagerIntegrationFilter.java:55)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:346)
	at org.springframework.security.web.session.DisableEncodeUrlFilter.doFilterInternal(DisableEncodeUrlFilter.java:42)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:346)
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:221)
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:186)
	at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:354)
	at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:267)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
